route_iata_code,Month,total_flights,departures,arrivals,landed,active,scheduled,total_dep_delay,total_dep_delay_15,total_on_time_15,short_delay,medium_delay,long_delay,total_calc_sft,total_calc_aft,total_flight_distance_km,commercial,private,cargo,morning_dep,afternoon_dep,evening_dep,morning_arr,afternoon_arr,evening_arr,avg_tavg_dep,total_prcp_dep,avg_snow_dep,avg_wdir_dep,avg_wspd_dep,avg_wpgt_dep,avg_pres_dep,total_tsun_dep,avg_tavg_arr,total_prcp_arr,avg_snow_arr,avg_wdir_arr,avg_wspd_arr,avg_wpgt_arr,avg_pres_arr,total_tsun_arr,total_passengers
BRU-HRG,2023-08,106,52,54,44,54,8,3015.0,81,21,25,77,4,37799.0,36497.0,382734.19999999995,89,17,0,43,53,10,27,28,51,17.82075471698113,318.3,0.0,205.85849056603774,11.779245283018867,30.598113207547172,1014.238679245283,0.0,33.846226415094335,0.0,0.0,314.3301886792453,22.098113207547172,0.0,1005.7905660377359,0.0,20658
BRU-HRG,2023-09,60,30,30,30,30,0,1388.0,47,13,13,47,0,21840.0,20963.0,216642.0,60,0,0,30,30,0,8,21,31,18.56,128.79999999999998,0.0,161.8,9.783333333333333,25.186666666666667,1017.0433333333333,0.0,32.28666666666667,0.0,0.0,320.2,19.053333333333335,0.0,1007.6366666666667,0.0,11713
BRU-HRG,2023-10,71,35,36,36,35,0,1744.0,47,20,24,45,2,24940.0,23489.0,256359.69999999998,71,0,0,38,33,0,9,29,33,13.659154929577465,249.8,0.0,200.53521126760563,16.98169014084507,36.68591549295775,1007.3887323943662,0.0,28.070422535211268,0.0,0.0,265.7464788732394,16.17887323943662,0.0,1012.0394366197183,0.0,13320
BRU-HRG,2023-11,60,30,30,28,30,2,1456.0,36,18,24,32,4,18220.0,16960.0,216642.0,60,0,0,23,37,0,4,20,36,8.41,277.2,0.0,220.6,19.48,42.336666666666666,1002.12,0.0,25.733333333333334,0.0,0.0,310.1333333333333,12.33,0.0,1012.9666666666667,0.0,11940
BRU-HRG,2023-12,54,27,27,27,27,0,1029.0,24,30,30,23,1,16125.0,15189.0,194977.8,54,0,0,16,38,0,4,12,38,7.022222222222222,110.0,0.0,223.4814814814815,20.62962962962963,42.529629629629625,1014.337037037037,0.0,20.70740740740741,8.4,0.0,324.9259259259259,13.074074074074074,0.0,1016.5370370370371,0.0,9501
BRU-IAD,2023-01,61,30,31,30,31,0,1114.0,30,25,31,28,2,32330.0,31325.0,381067.0,61,0,0,60,1,0,0,0,61,5.50327868852459,174.4,0.0,189.13114754098362,19.42622950819672,42.38852459016393,1016.4409836065574,0.0,5.908196721311475,69.2,0.0,233.8360655737705,11.814754098360657,0.0,1016.6459016393443,0.0,16724
BRU-IAD,2023-02,56,28,28,28,28,0,894.0,16,30,40,14,2,29680.0,28491.0,349832.0,56,0,0,54,2,0,0,0,56,5.685714285714285,24.8,0.0,199.21428571428572,13.157142857142857,31.285714285714285,1028.2214285714285,0.0,7.2749999999999995,115.4,0.0,217.67857142857142,13.796428571428573,0.0,1018.0035714285714,0.0,13264
BRU-IAD,2023-03,63,31,32,32,31,0,1157.0,41,22,22,41,0,33030.0,31279.0,393561.0,63,0,0,63,0,0,0,3,60,7.615873015873016,235.8,0.0,202.0793650793651,17.261904761904763,40.298412698412704,1010.0238095238095,0.0,8.068253968253968,80.0,0.0,214.26984126984127,14.825396825396826,0.0,1017.020634920635,0.0,19429
BRU-IAD,2023-04,89,45,44,43,45,1,2790.0,63,24,26,57,6,45275.0,43475.0,555983.0,89,0,0,87,2,0,0,36,53,8.778651685393259,221.9,0.0,163.2921348314607,12.340449438202247,33.57303370786517,1016.6415730337079,0.0,15.965168539325843,262.6,0.0,177.7191011235955,11.980898876404494,0.0,1015.5471910112359,0.0,26788
BRU-IAD,2023-05,92,46,46,43,46,3,3069.0,69,16,23,61,8,46820.0,44988.0,574724.0,92,0,0,91,1,0,0,33,59,13.347826086956522,155.8,0.0,173.95652173913044,10.33695652173913,28.70434782608696,1020.908695652174,0.0,17.08913043478261,138.6,0.0,205.80434782608697,9.232608695652173,0.0,1017.1847826086956,0.0,26126
BRU-IAD,2023-06,99,49,50,48,49,2,3733.0,80,19,19,68,12,50795.0,48283.0,618453.0,99,0,0,96,3,0,0,47,52,19.573737373737373,126.6,0.0,138.95959595959596,9.487878787878788,28.394949494949493,1017.5484848484849,0.0,22.123232323232322,182.0,0.0,215.15151515151516,10.409090909090908,0.0,1011.1828282828284,0.0,29446
BRU-IAD,2023-07,106,54,52,52,54,0,3859.0,90,16,16,80,10,54470.0,52562.0,662182.0,106,0,0,106,0,0,0,42,64,18.416037735849056,364.0,0.0,233.73584905660377,14.419811320754716,36.617924528301884,1012.9094339622641,0.0,26.49811320754717,458.0,0.0,244.3490566037736,8.49056603773585,0.0,1013.0066037735849,0.0,31079
BRU-IAD,2023-08,99,49,50,49,49,1,3290.0,86,9,13,79,7,50755.0,49003.0,618453.0,99,0,0,99,0,0,0,22,77,18.175757575757576,285.8,0.0,209.010101010101,11.566666666666666,30.106060606060606,1014.6868686868687,0.0,25.088888888888892,163.6,0.0,199.85858585858585,9.981818181818182,0.0,1013.6030303030303,0.0,27813
BRU-IAD,2023-09,94,48,46,42,48,4,3085.0,76,16,18,64,12,48333.0,46692.0,587218.0,94,0,0,92,2,0,0,35,59,18.414893617021278,291.3,0.0,170.9468085106383,10.042553191489361,26.517021276595745,1016.1414893617022,0.0,21.29042553191489,603.0,0.0,191.7872340425532,10.471276595744682,0.0,1017.5117021276596,0.0,24837
BRU-IAD,2023-10,64,32,32,32,32,0,1165.0,26,32,38,22,4,32760.0,31445.0,399808.0,64,0,0,64,0,0,0,11,53,13.85,224.0,0.0,197.15625,15.05625,33.728125,1010.05625,0.0,15.790625,34.199999999999996,0.0,236.25,9.0375,0.0,1015.55625,0.0,19586
BRU-IAD,2023-11,59,30,29,28,30,1,1212.0,23,30,36,18,5,30921.0,29894.0,368573.0,59,0,0,54,5,0,0,0,59,7.972881355932203,261.4,0.0,214.52542372881356,19.559322033898304,43.41016949152542,1005.4203389830509,0.0,7.813559322033898,126.6,0.0,235.71186440677965,9.554237288135594,0.0,1020.9220338983051,0.0,16261
BRU-IAD,2023-12,60,30,30,30,30,0,1141.0,30,28,30,29,1,31370.0,30090.0,374820.0,60,0,0,59,1,0,0,0,60,7.0,137.4,0.0,223.16666666666666,19.69,41.3,1013.3533333333332,0.0,6.319999999999999,292.0,0.0,214.53333333333333,9.183333333333334,0.0,1020.1433333333333,0.0,19064
BRU-JFK,2023-01,105,52,53,45,53,7,4515.0,60,39,45,43,17,54545.0,53302.0,617977.5,105,0,0,95,9,1,3,11,91,5.7942857142857145,319.4,0.0,195.02857142857144,20.044761904761902,43.36,1015.8838095238095,0.0,5.27047619047619,388.0,0.0,228.47619047619048,18.92,0.0,1015.6295238095239,0.0,17223
BRU-JFK,2023-02,96,50,46,42,51,2,3478.0,50,44,46,40,10,49905.0,48042.0,565008.0,96,0,0,90,6,0,1,20,75,5.6781250000000005,42.9,0.0,206.20833333333334,13.695833333333333,32.46875,1027.2916666666667,0.0,3.8052083333333333,134.4,2.0833333333333335,187.5,19.2625,0.0,1017.7322916666667,0.0,15232
BRU-JFK,2023-03,125,62,63,58,62,5,4443.0,97,26,28,78,19,64469.0,61120.0,735687.5,123,0,2,120,3,2,2,66,57,7.4872,475.4,0.0,199.696,16.9664,39.7616,1010.0495999999999,0.0,5.872,359.4,0.0,220.248,22.0024,0.0,1015.332,0.0,23480
BRU-JFK,2023-04,128,64,64,60,64,4,3430.0,74,50,54,61,13,64329.0,61354.0,753344.0,119,0,9,121,0,7,7,111,10,8.69140625,309.2,0.0,158.625,12.51796875,33.6453125,1016.7640625,0.0,12.06953125,614.7,0.0,196.4609375,19.3296875,0.0,1016.08203125,0.0,28129
BRU-JFK,2023-05,132,66,66,62,66,4,3763.0,84,40,48,72,12,65802.0,63017.0,776886.0,124,0,8,123,1,8,8,116,8,13.35909090909091,251.6,0.0,165.3181818181818,10.47121212121212,29.013636363636365,1021.0227272727273,0.0,15.76969696969697,199.6,0.0,170.5909090909091,16.80606060606061,0.0,1016.7454545454545,0.0,28834
BRU-JFK,2023-06,124,63,61,59,63,2,3655.0,101,23,23,93,8,62039.0,58755.0,729802.0,116,0,8,116,8,0,6,110,8,19.501612903225805,142.0,0.0,130.20967741935485,9.5,28.375806451612902,1017.332258064516,0.0,19.824193548387097,103.8,0.0,198.20967741935485,15.8,0.0,1011.0209677419356,0.0,26642
BRU-JFK,2023-07,128,63,65,59,63,6,4292.0,79,42,49,65,14,64626.0,62035.0,753344.0,120,0,8,119,8,1,5,111,12,18.38671875,393.4,0.0,233.8203125,14.66640625,37.1375,1013.04375,0.0,25.0203125,436.0,0.0,211.75,15.0171875,0.0,1013.13046875,0.0,26305
BRU-JFK,2023-08,135,66,69,53,67,15,5614.0,97,34,38,74,23,68125.0,66163.0,794542.5,124,0,11,121,14,0,3,100,32,17.954814814814817,387.3,0.0,216.45185185185184,11.832592592592594,30.64962962962963,1014.3429629629629,0.0,23.259999999999998,486.0,0.0,163.31851851851852,16.854074074074074,0.0,1013.591111111111,0.0,28498
BRU-JFK,2023-09,136,71,65,52,71,11,5242.0,80,50,56,63,17,69138.0,66678.0,800428.0,114,0,22,110,26,0,3,101,32,18.574264705882353,427.5,0.0,175.76470588235293,10.151470588235293,26.686764705882354,1015.5676470588236,0.0,20.38088235294118,1429.7,0.0,152.02941176470588,16.26323529411765,0.0,1017.65,0.0,25411
BRU-JFK,2023-10,131,68,63,51,68,11,4153.0,66,61,65,51,15,66619.0,64287.0,771000.5,110,0,21,108,23,0,4,89,38,13.776335877862596,487.5,0.0,192.7709923664122,14.793893129770993,33.5763358778626,1008.8618320610686,0.0,15.526717557251908,363.2,0.0,222.80152671755727,15.649618320610687,0.0,1014.2175572519084,0.0,24492
BRU-JFK,2023-11,123,64,59,47,64,12,4543.0,58,59,65,38,20,63275.0,61532.0,723916.5,101,2,20,97,25,1,8,16,99,8.015447154471545,566.3,0.0,213.10569105691056,19.339837398373984,42.59430894308943,1004.6560975609756,0.0,7.778048780487804,107.6,0.0,208.97560975609755,16.897560975609757,0.0,1020.4162601626016,0.0,18520
BRU-JFK,2023-12,121,68,53,48,68,5,3258.0,58,63,63,44,14,62143.0,60158.0,712145.5,104,0,17,100,21,0,0,22,99,7.0239669421487605,292.0,0.0,216.34710743801654,20.55785123966942,42.51570247933884,1013.403305785124,0.0,6.1173553719008265,796.9,0.0,186.52892561983472,16.720661157024793,0.0,1018.9826446280991,0.0,22937
BRU-LHR,2023-01,414,206,208,198,208,8,8568.0,205,197,209,188,17,30772.0,25225.0,145107.0,400,0,14,173,164,77,141,164,109,5.6289855072463775,1217.2,0.0,195.0072463768116,19.822946859903382,43.12463768115942,1015.3765700483092,0.0,5.976086956521739,771.6999999999999,1.0869565217391304,217.55797101449275,17.167632850241546,42.71739130434783,1014.0879227053141,0.0,38635
BRU-LHR,2023-02,421,210,211,202,210,9,8907.0,188,216,233,165,23,31265.0,24989.0,147560.5,405,0,16,166,187,68,142,168,111,5.802375296912114,194.8,0.0,201.13301662707838,13.422327790973872,31.90641330166271,1027.9275534441806,0.0,7.055581947743468,71.1,0.0,198.20665083135393,13.200950118764846,35.73159144893112,1028.2646080760094,0.0,44494
BRU-LHR,2023-03,423,212,211,196,213,14,12115.0,272,137,151,237,35,31646.0,26271.0,148261.5,415,0,8,174,168,81,166,140,117,7.380141843971631,1506.5,0.0,201.01891252955082,16.807801418439716,39.51016548463357,1010.4276595744682,0.0,7.956737588652482,1069.5,0.0,168.98108747044918,16.936879432624114,43.451536643026,1008.5985815602837,0.0,49730
BRU-LHR,2023-04,360,179,181,172,180,8,10667.0,267,88,93,237,30,26889.0,21907.0,126180.0,350,0,10,152,114,94,152,93,115,8.6625,822.6,0.0,159.89444444444445,12.444722222222223,33.69305555555555,1016.7044444444443,0.0,9.576666666666666,908.8,0.0,157.49166666666667,13.437222222222221,39.202777777777776,1016.5022222222221,0.0,48145
BRU-LHR,2023-05,392,194,198,185,194,13,11532.0,267,107,125,234,33,29254.0,24173.0,137396.0,384,0,8,174,125,93,172,102,118,13.186479591836736,757.1,0.0,172.98469387755102,10.621938775510204,29.334183673469386,1021.0951530612244,0.0,13.523979591836733,482.2,0.0,138.38010204081633,12.613010204081633,35.96938775510204,1022.5670918367347,0.0,49782
BRU-LHR,2023-06,331,162,169,152,162,17,12122.0,268,55,63,222,46,24723.0,20380.0,116015.5,323,0,8,129,108,94,127,84,120,19.346223564954684,397.7,0.0,137.3413897280967,9.549244712990937,28.625075528700904,1017.538670694864,0.0,18.688519637462235,628.8,0.0,136.63746223564954,13.710574018126888,38.05438066465257,1017.855589123867,0.0,44901
BRU-LHR,2023-07,377,186,191,180,187,10,11419.0,309,60,68,282,27,28137.0,23252.0,132138.5,367,0,10,171,114,92,171,88,118,18.320689655172412,1252.8,0.0,235.0557029177719,14.544562334217508,36.84323607427056,1012.9838196286473,0.0,17.836604774535807,755.5,0.0,232.0159151193634,17.921220159151193,43.55437665782493,1011.1106100795756,0.0,52941
BRU-LHR,2023-08,384,190,194,180,191,13,12044.0,255,121,129,221,34,28621.0,23390.0,134592.0,376,0,8,178,112,94,178,86,120,18.144791666666666,1054.6,0.0,214.0078125,11.583854166666667,30.15625,1014.4294270833334,0.0,17.86328125,636.0,0.0,221.296875,13.977864583333334,36.489583333333336,1013.7005208333334,0.0,53035
BRU-LHR,2023-09,366,181,185,170,181,15,13268.0,296,68,70,234,62,27358.0,22602.0,128283.0,356,0,10,158,110,98,154,94,118,18.559016393442622,1049.0,0.0,175.02732240437157,10.031693989071037,26.451092896174863,1016.1603825136613,0.0,18.672677595628414,822.1999999999999,0.0,166.7295081967213,12.99535519125683,37.51639344262295,1014.2650273224044,0.0,48199
BRU-LHR,2023-10,433,214,219,212,214,7,11314.0,277,148,156,243,34,32125.0,26527.0,151766.5,419,0,14,192,136,105,185,114,134,13.593071593533487,1598.9,0.0,196.17782909930716,15.19838337182448,34.05427251732102,1009.210623556582,0.0,13.330715935334872,1528.5,0.0,192.91454965357968,13.324480369515012,35.60277136258661,1006.7311778290992,0.0,51421
BRU-LHR,2023-11,497,247,250,245,247,5,9573.0,229,250,268,217,12,36087.0,29662.0,174198.5,481,0,16,168,171,158,128,185,184,7.9740442655935615,2213.5,0.0,215.2635814889336,18.91790744466801,41.78269617706238,1005.9613682092555,0.0,8.363983903420522,1471.7,0.0,237.2112676056338,15.311066398390343,40.11066398390342,1004.7245472837021,0.0,46935
BRU-LHR,2023-12,450,225,225,217,225,8,12099.0,306,128,144,277,29,32575.0,27771.0,157725.0,434,0,16,149,147,154,105,154,191,6.859555555555556,972.8,0.0,220.65333333333334,19.304,40.51288888888889,1013.7557777777778,0.0,8.174222222222223,1138.1,0.0,206.3022222222222,19.15533333333333,46.80888888888889,1011.6997777777779,0.0,57353
BRU-LIN,2023-01,272,136,136,131,140,1,4762.0,110,154,162,106,4,23370.0,21265.0,191161.59999999998,270,2,0,93,80,99,93,80,99,5.384926470588235,716.2,0.0,193.08823529411765,19.236029411764704,41.98088235294117,1016.3433823529413,0.0,5.4125000000000005,99.8,0.0,217.9816176470588,5.470955882352941,18.259926470588233,1017.3904411764706,0.0,23828
BRU-LIN,2023-02,280,140,140,139,140,1,3620.0,88,176,192,88,0,24040.0,21827.0,196784.0,280,0,0,94,96,90,94,96,90,5.6121428571428575,115.0,0.0,195.30714285714285,12.98642857142857,30.732142857142858,1027.9978571428571,0.0,6.7700000000000005,11.4,0.0,191.32142857142858,7.226428571428571,24.145,1025.9257142857143,0.0,25739
BRU-LIN,2023-03,324,162,162,155,165,4,5266.0,123,175,201,119,4,27779.0,25152.0,227707.19999999998,306,18,0,108,111,105,107,109,108,7.583641975308642,1168.9,0.0,196.6851851851852,17.28364197530864,40.30648148148148,1010.1092592592594,0.0,11.315432098765433,9.0,0.0,228.3641975308642,7.525925925925926,26.012345679012345,1013.5317901234567,0.0,31855
