name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Brussels,Belgium",2023-12-18,4.7,3.3,4,1,-0.8,0.2,2.9,92.8,0,0,0,,0,0,41.2,21.4,212.5,1032.6,84.3,8.7,9.5,0.9,0,10,2023-12-18T08:40:38,2023-12-18T16:37:28,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-19,8.1,4.6,6.5,7,0.5,3.1,5.7,95,10.451,100,37.5,rain,0,0,49.5,27.8,214.7,1021.8,98.3,8.4,2.8,0.1,0,10,2023-12-19T08:41:18,2023-12-19T16:37:48,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-20,9,4.3,6.7,6.2,1.2,3.7,5.3,90.8,2.533,100,12.5,rain,0,0,50,22.4,241.9,1017.4,79.2,9.8,15.5,1.4,1,10,2023-12-20T08:41:55,2023-12-20T16:38:11,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-21,11.7,9,10.2,11.7,5.8,9.1,8,85.8,5.299,100,16.67,rain,0,0,64.4,32.8,261.4,1005.5,89.7,9.7,9.6,0.8,1,10,2023-12-21T08:42:29,2023-12-21T16:38:38,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-22,10.9,7.5,9.7,10.9,4.4,7.9,6.5,81,2.568,100,20.83,rain,0,0,66,31.6,274.1,1008.7,94.1,9.8,5.4,0.4,0,10,2023-12-22T08:43:00,2023-12-22T16:39:08,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-23,10.9,8.7,9.9,10.9,5.5,8.2,6.6,79.7,0.767,100,12.5,rain,0,0,55.7,29.2,251.4,1012.9,96.4,9.9,16.4,1.4,2,10,2023-12-23T08:43:27,2023-12-23T16:39:41,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-24,12.3,9.5,10.6,12.3,6.4,9.3,9.6,93.9,11.79,100,29.17,rain,0,0,63.2,32.6,231.4,1008.9,98.1,7.6,5.4,0.6,0,10,2023-12-24T08:43:52,2023-12-24T16:40:17,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-25,11.3,10.5,10.8,11.3,10.5,10.8,10.5,98.1,16.044,100,33.33,rain,0,0,59.3,34.3,228.4,1009.9,98.3,5.6,5.8,0.4,0,10,2023-12-25T08:44:13,2023-12-25T16:40:56,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-26,10.5,3.8,8.1,10.5,1.9,6.1,6.4,89,2.617,100,16.67,rain,0,0,62.4,30.5,237.1,1015.7,70.8,9.2,37.1,3.2,3,10,2023-12-26T08:44:31,2023-12-26T16:41:38,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-27,10.6,4.7,8.5,10.6,2.7,6,5.5,83.1,0.136,100,16.67,rain,0,0,60.8,31.5,181.2,1014.7,90,9.8,16.7,1.4,1,10,2023-12-27T08:44:46,2023-12-27T16:42:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-28,11.1,10,10.5,11.1,10,10.5,6.7,77.4,0.04,100,12.5,rain,0,0,64.9,34.7,213.6,1012.1,79.3,10,26.1,2.3,2,10,2023-12-28T08:44:57,2023-12-28T16:43:12,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-29,10.6,8.8,9.8,10.6,5.4,8.1,7.7,86.8,5.878,100,37.5,rain,0,0,72.1,37.7,221.1,1010.1,88.2,9.1,12.9,1.1,1,10,2023-12-29T08:45:06,2023-12-29T16:44:03,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-30,10.1,7.5,8.7,10.1,4.3,6.1,6.8,87.6,1.849,100,20.83,rain,0,0,47.8,27.5,202.8,1011.9,84.4,10,29.7,2.4,2,10,2023-12-30T08:45:11,2023-12-30T16:44:57,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-31,10.5,8.5,9.1,10.5,4.3,5.8,5.1,76.4,0.468,100,12.5,rain,0,0,69.9,36.4,196.2,998.3,91,10,13.9,1.3,1,10,2023-12-31T08:45:12,2023-12-31T16:45:54,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
