name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Brussels,Belgium",2023-10-11,22.3,15.7,18.6,22.3,15.7,18.6,11.5,63.9,0.001,100,4.17,rain,0,0,38.3,19.9,216.4,1015.1,50.5,10,99,8.5,5,10,2023-10-11T07:58:24,2023-10-11T18:59:34,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-12,19.1,14.5,16.5,19.1,14.5,16.5,14.4,88.2,4.833,100,29.17,rain,0,0,45,19.1,212.8,1014.1,67.9,10,30.6,2.7,1,10,2023-10-12T08:00:03,2023-10-12T18:57:25,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-13,22.3,17.6,19.5,22.3,17.6,19.5,15.7,80,3.215,100,20.83,rain,0,0,67.2,26.7,197.6,1007.1,69.7,9.4,49.1,4.3,2,10,2023-10-13T08:01:41,2023-10-13T18:55:17,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-14,20.1,7.3,11.7,20.1,6.4,11.3,8.7,82.2,5.442,100,25,rain,0,0,61.8,29.7,256.6,1013.3,45.3,9.7,64.1,5.6,5,10,2023-10-14T08:03:20,2023-10-14T18:53:10,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-15,10.9,5.3,7.9,10.9,4.1,6.8,5.2,84,1.772,100,20.83,rain,0,0,36.6,20.5,269.4,1022.8,42.7,10,75.5,6.6,6,10,2023-10-15T08:04:59,2023-10-15T18:51:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-16,11.9,3.1,7.2,11.9,2.1,6.8,4.8,85.9,0.745,100,16.67,rain,0,0,26.3,10.6,88.9,1022.7,47.6,9.9,88.3,7.8,3,10,2023-10-16T08:06:38,2023-10-16T18:48:58,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-17,12.9,6.8,8.8,12.9,4.7,7.7,4.5,75.3,0.006,100,4.17,rain,0,0,37.6,18.2,79,1016.8,75,10,116.5,10.1,5,10,2023-10-17T08:08:18,2023-10-17T18:46:53,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-18,16.5,5.9,10.9,16.5,4.2,10,7.1,78.3,6.668,100,16.67,rain,0,0,48.8,27,112.3,1003.1,69.6,9.5,75.9,6.5,4,10,2023-10-18T08:09:58,2023-10-18T18:44:49,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-19,18.5,14.7,16,18.5,14.7,16,13.9,87.4,2.16,100,20.83,rain,0,0,52.8,24.8,164.9,990.5,66.5,9.8,60.9,5.5,7,10,2023-10-19T08:11:38,2023-10-19T18:42:46,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-20,18.6,12.7,14.7,18.6,12.7,14.7,13.8,94.7,8.294,100,33.33,rain,0,0,53.8,20.9,160.7,979.9,64.3,9.6,15.9,1.4,1,10,2023-10-20T08:13:18,2023-10-20T18:40:45,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-21,14.5,12.1,13.2,14.5,12.1,13.2,10.6,84.9,2.948,100,16.67,rain,0,0,67.5,31.6,183.2,990.1,74.3,9.9,73.8,6.4,6,10,2023-10-21T08:14:59,2023-10-21T18:38:44,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-22,15.3,11,12.7,15.3,11,12.7,10.5,87,2.599,100,16.67,rain,0,0,68.1,29,211.3,1005.6,64.4,9.8,32,2.7,2,10,2023-10-22T08:16:40,2023-10-22T18:36:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-23,12.1,7.4,10,12.1,5.7,9.5,9.1,94.7,5.398,100,29.17,rain,0,0,31.2,14.8,109.8,1010,54.8,9,42.6,3.5,2,10,2023-10-23T08:18:22,2023-10-23T18:34:45,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-24,14.5,9.3,11.4,14.5,8.1,11.3,9.7,89.8,3.728,100,16.67,rain,0,0,42.8,20,205.1,1003.1,66.1,9.9,36.7,3.4,2,10,2023-10-24T08:20:04,2023-10-24T18:32:47,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-25,12.2,8.3,9.9,12.2,6.3,8.8,9.3,95.7,11.656,100,37.5,rain,0,0,32.6,17.2,170.8,996.3,80.9,8,14.5,1.3,1,10,2023-10-25T08:21:45,2023-10-25T18:30:51,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-26,12.5,6.9,9.5,12.5,5.2,8.7,9.1,97.6,1.278,100,16.67,rain,0,0,25.2,13.3,164.1,995.4,50.1,7.9,31,2.7,2,10,2023-10-26T08:23:28,2023-10-26T18:28:55,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-27,13.5,10.2,11.2,13.5,10.2,11.2,10.2,93.7,6.738,100,25,rain,0,0,37.9,18.4,201.1,992.8,57.5,9.5,43.8,3.7,3,10,2023-10-27T08:25:10,2023-10-27T18:27:01,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-28,14.5,10.1,11.9,14.5,10.1,11.9,9.6,86.3,0.749,100,12.5,rain,0,0,51.2,28.1,183.4,995.3,67.5,10,64,5.6,5,10,2023-10-28T08:26:53,2023-10-28T18:25:09,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-29,14.7,12,13.5,14.7,12,13.5,9.6,77.2,1.658,100,12.5,rain,0,0,69.3,36.4,195.9,993.5,45.2,9.8,46.8,4.3,3,10,2023-10-29T07:28:35,2023-10-29T17:23:17,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-30,12.1,9.7,11.4,12.1,7.6,11.2,10.4,93.6,9.121,100,29.17,rain,0,0,44.5,20.6,179.5,998.3,73.3,9.2,22.7,1.9,1,10,2023-10-30T07:30:18,2023-10-30T17:21:28,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-10-31,12,9.5,10.6,12,7.7,10,9.7,94.5,3.301,100,16.67,rain,0,0,37.3,17.9,212.1,1002.9,75.8,9.8,41.2,3.5,2,10,2023-10-31T07:32:01,2023-10-31T17:19:39,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-01,14.9,10.1,12.1,14.9,10.1,12.1,9.9,86.5,3.347,100,16.67,rain,0,0,58.3,27.1,190.5,999.3,62.1,9.4,33.1,2.9,2,10,2023-11-01T07:33:45,2023-11-01T17:17:52,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-02,13.1,8.1,11.3,13.1,3.8,10.6,6.7,73.6,2.998,100,16.67,rain,0,0,98.9,49.5,187.5,977.8,79.4,10,53,4.5,5,10,2023-11-02T07:35:28,2023-11-02T17:16:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-03,11.3,7.7,8.9,11.3,4,6.2,5.3,78.8,1.158,100,8.33,rain,0,0,58.5,34.6,207.9,985.4,45.8,10,70.5,6.1,4,10,2023-11-03T07:37:11,2023-11-03T17:14:23,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-04,11.5,7.5,9.3,11.5,4.5,7.2,7.3,87.4,2.98,100,20.83,rain,0,0,63.6,30.2,180.5,978.5,71.4,9.5,23.8,2.1,1,10,2023-11-04T07:38:55,2023-11-04T17:12:41,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-05,12.1,9.5,10.3,12.1,6.7,9.4,8.2,87.1,2.559,100,20.83,rain,0,0,56,27.3,219.6,980,71,9.7,25.8,2.3,1,10,2023-11-05T07:40:38,2023-11-05T17:11:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-06,11.7,8.2,9.6,11.7,5.4,8,7.3,85.9,2.577,100,12.5,rain,0,0,57.1,29.9,216,1001.3,59.4,12.3,49.1,4.3,4,10,2023-11-06T07:42:21,2023-11-06T17:09:21,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-11-07,10.6,7.7,8.8,10.6,4.9,6.5,6.7,86.8,1.493,100,12.5,rain,0,0,45.2,20.9,214.4,1010.2,35.2,10,56.2,4.8,6,10,2023-11-07T07:44:05,2023-11-07T17:07:44,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-08,10.3,7.1,8.8,10.3,4.1,6.2,6.9,87.9,6.689,100,29.17,rain,0,0,59.8,32.4,195.6,1010.9,59.4,9.3,41.3,3.8,4,10,2023-11-08T07:45:48,2023-11-08T17:06:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-09,11.1,6.4,9.2,11.1,2,7.7,7.5,89.7,17.145,100,25,rain,0,0,55.5,28.5,205.8,1001.3,70.5,9.1,56.8,4.8,4,10,2023-11-09T07:47:31,2023-11-09T17:04:36,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-10,8.7,6.1,7.4,6.9,2.2,4.2,5.8,89.4,6.213,100,25,rain,0,0,55.2,28.4,217,996.8,77.8,9.2,21.5,2,1,10,2023-11-10T07:49:13,2023-11-10T17:03:05,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-11,9.1,4.7,6.3,7.6,2.3,4.2,5.4,94.2,7.41,100,20.83,rain,0,0,32.6,13.2,239.8,1006.2,50.8,9.9,27.4,2.3,2,10,2023-11-11T07:50:56,2023-11-11T17:01:36,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-12,8.7,3.7,6.4,8.1,1.1,4.6,5.4,94,0.109,100,12.5,rain,0,0,21.5,12.2,153.7,1006.7,62.8,8.1,28.6,2.5,2,10,2023-11-12T07:52:38,2023-11-12T17:00:08,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-13,14.9,7.5,11.5,14.9,5.9,11.2,10,90.7,8.704,100,29.17,rain,0,0,62.6,31.4,216.1,1003.4,68.3,8.5,14.4,1.3,1,10,2023-11-13T07:54:20,2023-11-13T16:58:43,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-14,11.7,9.5,10.8,11.7,6.6,10.3,9.1,89.5,14.251,100,29.17,rain,0,0,63.3,30.1,228.3,1005.7,71.6,9.9,8,0.7,0,10,2023-11-14T07:56:01,2023-11-14T16:57:20,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,remote,06458099999,06451099999"
"Brussels,Belgium",2023-11-15,12.4,7.3,10,12.4,5,9,7.3,84.2,0.129,100,8.33,rain,0,0,46.2,22.1,245.3,1015.7,39.4,10,28,2.4,2,10,2023-11-15T07:57:42,2023-11-15T16:55:59,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-16,7.7,5.6,6.9,6.8,3.8,5.3,6.2,95.3,0.147,100,12.5,rain,0,0,22.3,12.8,134,1013.7,74.8,9.5,11.4,1,1,10,2023-11-16T07:59:22,2023-11-16T16:54:41,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-17,9,4.5,7,8.3,2.7,5.6,6.2,94.8,2.627,100,16.67,rain,0,0,34.2,18.7,242.2,1020.2,71.5,8.5,28,2.6,2,10,2023-11-17T08:01:02,2023-11-17T16:53:25,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-18,13.1,4.7,8.3,13.1,2.9,6.1,7.6,95.5,7.866,100,29.17,rain,0,0,51.6,26.8,184.5,1018.1,81.4,8.5,7.8,0.7,1,10,2023-11-18T08:02:41,2023-11-18T16:52:11,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-19,13.1,10.7,12,13.1,10.7,12,10.1,88.4,2.851,100,12.5,rain,0,0,57,29.8,225.5,1011.2,67.9,9.4,38.7,3.5,2,10,2023-11-19T08:04:19,2023-11-19T16:51:00,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-20,15.5,7.9,9.9,15.5,6.7,8.8,9,93.9,10.43,100,25,rain,0,0,53,23.3,227.1,1009.9,71.5,8.4,22.7,2,2,10,2023-11-20T08:05:57,2023-11-20T16:49:51,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-21,10.3,6.5,8.9,10.3,3.8,8.1,8.5,97.3,2.219,100,20.83,rain,0,0,35.3,17.1,343.1,1017.4,88.4,5.5,12.1,1,1,10,2023-11-21T08:07:33,2023-11-21T16:48:44,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-22,6.7,3.5,5.3,5.6,1.8,3.8,4.1,91.9,1.831,100,12.5,rain,0,0,27.6,15.3,205.7,1029.4,72,6.5,25.5,2.3,2,10,2023-11-22T08:09:09,2023-11-22T16:47:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-23,11.7,7.3,9.6,11.7,5.2,8.6,8.2,90.9,0,0,0,rain,0,0,39.1,19.3,243.5,1023.7,86.4,9.9,24.7,2.2,2,10,2023-11-23T08:10:44,2023-11-23T16:46:39,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-24,11.1,4.3,6.8,11.1,0.7,4.2,4.4,85.1,5.402,100,20.83,rain,0,0,62.6,24.1,294.6,1015.3,71.4,9.9,15.8,1.4,1,10,2023-11-24T08:12:17,2023-11-24T16:45:41,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-25,6.3,3.1,4.7,3.3,0.4,2,3.5,91.9,2.918,100,20.83,rain,0,0,38.8,19.6,281,1016,51.4,9.9,43.1,3.8,3,10,2023-11-25T08:13:49,2023-11-25T16:44:45,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-26,5.9,4.6,5,3.9,0.9,2.7,4,93.4,0.64,100,16.67,rain,0,0,30.5,17.7,225.2,1016.6,60.9,9.6,17.2,1.7,1,10,2023-11-26T08:15:20,2023-11-26T16:43:52,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-27,7.3,3.3,5.1,4.7,-1.2,1.3,4.3,95,13.592,100,37.5,rain,0,0,51.2,24.7,211.2,999.9,91.5,9.4,6.7,0.6,0,10,2023-11-27T08:16:50,2023-11-27T16:43:02,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-28,3.8,0,1.9,3.8,-3.8,-1.4,-0.8,82.8,0.194,100,8.33,"rain,snow",0,0,42.4,21.4,357.1,1005.3,58.8,9.9,54.2,4.7,3,10,2023-11-28T08:18:18,2023-11-28T16:42:15,0.53,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-29,6,1.1,3.2,3.5,-3.3,0.1,1.2,87.2,1.507,100,12.5,rain,0,0,32.4,24,231.6,1004.1,70.3,9.8,25.2,2.3,2,10,2023-11-29T08:19:45,2023-11-29T16:41:31,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-11-30,3,-0.1,1.4,2.2,-2.5,-0.1,1.3,99.3,0.027,100,8.33,"rain,snow",0,0,17.3,8.5,56.3,1001.9,96.5,2.4,13.1,1,1,10,2023-11-30T08:21:10,2023-11-30T16:40:49,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-01,0.7,-1.7,-0.3,-0.3,-5.9,-3.3,-2,88.5,0.079,100,4.17,"rain,snow",0,0,29.5,12.6,49.9,1006.6,89.3,6.8,11.3,1,1,10,2023-12-01T08:22:34,2023-12-01T16:40:11,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-02,0.8,-3.9,-1.5,-1.6,-6.4,-3.9,-3.4,86.7,0,0,0,,0,0,24.9,11.8,214.1,1014.9,53.3,8.9,44.2,3.8,3,10,2023-12-02T08:23:55,2023-12-02T16:39:35,0.66,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-03,1.3,-1.3,0,-2.8,-6.1,-4.6,-2.1,86.1,0.246,100,12.5,"rain,snow",2.5,0,50.2,23.1,173.1,1018.7,74.3,8.7,17.4,1.5,1,10,2023-12-03T08:25:15,2023-12-03T16:39:03,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-04,5.5,1.7,3.1,2.6,-3.8,-1.5,-0.2,80.3,2.604,100,20.83,"rain,snow",0,0.8,50.1,28,142.3,1004.2,96.9,9.3,9.9,0.8,1,10,2023-12-04T08:26:33,2023-12-04T16:38:34,0.73,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-05,6.8,3.3,4.8,5.7,0.1,2.5,4.5,98.2,9.253,100,33.33,rain,0,0,25.2,13.7,299.8,1002.7,97.2,4.2,5.9,0.6,0,10,2023-12-05T08:27:49,2023-12-05T16:38:08,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-06,5.3,1.7,3.7,4.5,-0.9,1.9,3.1,96.2,2.854,100,20.83,rain,0,0,18.1,11.9,245.6,1016.2,79.1,8.6,22.2,1.9,1,10,2023-12-06T08:29:03,2023-12-06T16:37:45,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-07,5,1.7,3.2,1.9,-2.5,-0.3,0.6,84.2,0,0,0,rain,0,0,54.4,27.6,141.3,1015.9,86.4,8.1,27.3,2.5,2,10,2023-12-07T08:30:15,2023-12-07T16:37:26,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-08,8.1,3.1,6.3,5.9,-0.5,3.5,5.3,93.8,0.336,100,12.5,rain,0,0,35.3,18.4,193,1008.1,92.3,8.8,10.3,0.8,1,10,2023-12-08T08:31:24,2023-12-08T16:37:10,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-09,10.9,6.3,8.3,10.9,3.2,5.4,6.9,91.2,4.662,100,20.83,rain,0,0,73.2,35.9,190.3,1002.6,81.4,9.1,8.8,0.8,0,10,2023-12-09T08:32:31,2023-12-09T16:36:57,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-10,11.1,8.6,9.6,11.1,5,7.4,6.6,81.8,3.674,100,16.67,rain,0,0,68.4,30.3,227.2,1004.9,87.4,9.5,20.5,1.9,2,10,2023-12-10T08:33:36,2023-12-10T16:36:47,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-11,11,8.9,10.2,11,6.5,9.5,7,80.9,3.184,100,16.67,rain,0,0,63.5,29.9,234.9,1004.5,93.4,10,14.9,1.3,1,10,2023-12-11T08:34:38,2023-12-11T16:36:40,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,D0152,06439099999,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-12,11.7,7.9,9.5,11.7,5.4,8.1,8.2,91.7,2.72,100,16.67,rain,0,0,54.9,21.8,187.4,1003.3,84.9,10,19.8,1.6,1,10,2023-12-12T08:35:38,2023-12-12T16:36:37,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-13,9.3,8,8.5,7.8,5.7,6.5,7.7,94.5,2.546,100,25,rain,0,0,43.7,21.3,222.9,998.7,96.6,8.8,12.6,1,1,10,2023-12-13T08:36:35,2023-12-13T16:36:37,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-14,8.1,5.1,6.6,6.5,2.8,4.5,5.3,91.8,1.387,100,16.67,rain,0,0,33.3,14.7,300.5,1018.9,93,8.2,19.5,1.7,2,10,2023-12-14T08:37:29,2023-12-14T16:36:41,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-15,8.7,6.1,7.5,7.7,3.6,6.2,5.5,87.7,0.23,100,12.5,rain,0,0,22.3,12.1,239.8,1034.9,97.2,8.1,14.1,1.1,1,10,2023-12-15T08:38:21,2023-12-15T16:36:48,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-16,9,6.1,8,6.7,3.6,5.7,5.4,83.7,0.048,100,4.17,rain,0,0,41.1,19.7,225.6,1040.5,90.9,9.9,13.3,1.1,1,10,2023-12-16T08:39:09,2023-12-16T16:36:58,0.12,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
"Brussels,Belgium",2023-12-17,8.7,5.2,7.1,7.4,1.6,4.4,5,86.7,0.079,100,4.17,rain,0,0,35.8,19.6,213.6,1037.5,44.4,8.3,46.4,4,3,10,2023-12-17T08:39:55,2023-12-17T16:37:11,0.16,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"06459099999,D0152,06450099999,06447099999,06458099999,06451099999"
